group,key,value,units,classification,declared_source,source,qualification
후속 모델/운영/최적화,propagation_refinement.selection.maximum_near_pareto_rank,3,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:281,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.duration_s,1.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:282,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.time_step_s,0.00025,s,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:283,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.snapshot_interval_s,0.05,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:284,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.front_progress_threshold,0.5,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:285,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.established_reacted_area_fraction,0.5,키 정의 확인(주로 무차원),운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:286,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.continued_electrical_heating,false,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:287,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[0],"""ignition_delay_s""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:289,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[1],"""area_undecomposed_fraction_at_evaluation_time""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:290,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[2],"""minimum_ignition_voltage_V""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:291,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[3],"""current_congestion""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:292,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[4],"""final_unreacted_area_fraction""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:293,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[5],"""established_time_after_onset_s""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:294,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[6],"""negative_mean_regression_velocity_m_per_s""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:295,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.combined_final_objectives[7],"""reaction_front_nonuniformity""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:296,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.interpretation,"""post_onset_condensed_phase_reaction_progress_and_level_set_not_gas_phase_cfd""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:297,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.execution.backend,"""numpy_cpu""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:299,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.execution.parallel_cases,6,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:300,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,propagation_refinement.execution.note,"""Historical fallback-only setting; post_onset.execution controls this profile.""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:301,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.voltage_V,260.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:62,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.end_time_s,2.0,s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:63,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.metric_evaluation_time_s,2.0,s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:64,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.interpretation,"""bc_global_preflame_condensed_phase_not_visible_flame""",키/정의 참조,출처/의미/상태 메타데이터,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:65,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.lithium_perchlorate_mass_fraction,0.3158,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:67,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.water_mass_fraction,0.5842,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:68,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.pva_mass_fraction,0.09,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:69,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.glycerol_mass_fraction,0.0,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:70,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.boric_acid_mass_fraction,0.01,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:71,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.composition.tungsten_mass_fraction,0.0,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:72,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.cured_water_mass_fraction,0.2,키 정의 확인(주로 무차원),운영/초기/기하 조건(수분·두께 등 측정 필요),calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:73,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.cured_water_mass_fraction_basis,"""literature_nominal_uncalibrated_3rd_paper_low_temperature_TGA_loss""",키 정의 확인(주로 무차원),출처/의미/상태 메타데이터,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:74,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,physics.calibration_status,"""literature_nominal_uncalibrated""",키/정의 참조,출처/의미/상태 메타데이터,calibration_status: literature_nominal_uncalibrated,config/nsga2_bc_reactive_a100_cpu8.yaml:75,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.criterion,"""temperature_and_global_conversion_over_minimum_area""",키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:77,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.onset_temperature_K,523.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:78,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.onset_temperature_source,"""2nd_paper_250C_onset_with_3rd_paper_260C_sensitivity""",K,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:79,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.minimum_conversion_numerical_guard,0.01,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:80,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.minimum_rate_numerical_guard_per_s,0.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:81,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.reference_time_s,2.0,s,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:82,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.interpretation,"""condensed_phase_decomposition_onset_not_visible_gas_flame""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:83,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.sensitivity_onset_temperature_K[0],523.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:85,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,condensed_ignition.sensitivity_onset_temperature_K[1],533.15,K,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:86,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.enabled,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:88,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.lower_bound_V,20.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:89,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.upper_bound_V,260.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:90,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.tolerance_V,5.0,V,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:91,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.maximum_bisection_iterations,8,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:92,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.right_censor_objective_penalty_V,50.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:93,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.invalid_search_objective_penalty_V,100.0,V,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:94,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.stop_successful_trials_at_ignition,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:95,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.verify_final_upper_full_horizon,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:96,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.reported_value,"""conservative_upper_igniting_bracket""",키/정의 참조,운영/초기/기하 조건(수분·두께 등 측정 필요),,config/nsga2_bc_reactive_a100_cpu8.yaml:97,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,minimum_ignition_voltage_search.interpretation,"""minimum_voltage_for_identical_temperature_plus_conversion_area_onset_within_configured_evaluation_horizon""",키/정의 참조,출처/의미/상태 메타데이터,,config/nsga2_bc_reactive_a100_cpu8.yaml:98,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.algorithm,"""constrained_grammar_nsga2""",키/정의 참조,기타 입력,,config/nsga2_bc_reactive_a100_cpu8.yaml:12,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.population_size,1000,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:13,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.generations,5,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:14,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.initial_topologies,20,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:15,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.variants_per_topology,50,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:16,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.physics_batch_size,70,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:17,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.mating_performance_count,70,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:18,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.mating_topology_count,20,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:19,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.mating_diversity_count,10,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:20,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.offspring_fractions.crossover,0.6,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:22,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.offspring_fractions.mutation,0.25,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:23,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.offspring_fractions.new_grammar,0.15,키 정의 확인(주로 무차원),물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:24,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.offspring_generation_attempts,40,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:25,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.objectives_minimise[0],"""ignition_delay_s""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:27,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.objectives_minimise[1],"""area_undecomposed_fraction_at_evaluation_time""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:28,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.objectives_minimise[2],"""minimum_ignition_voltage_V""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:29,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.objectives_minimise[3],"""current_congestion""",키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:30,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.no_ignition_penalty_s,2.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:31,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.early_stop_patience,2,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:32,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.early_stop_min_improvement,0.001,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:33,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.numerical_cap_thresholds.temperature,0.0,K,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:35,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.numerical_cap_thresholds.species,0.0,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:36,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.numerical_cap_thresholds.gas,0.0,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:37,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.numerical_cap_thresholds.chemical_rate,0.0,키/정의 참조,수치 설정/제한,,config/nsga2_bc_reactive_a100_cpu8.yaml:38,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.no_ignition_constraint_violation,1.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:39,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.continuous_ignition_constraint,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:40,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.minimum_no_ignition_violation,1e-06,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:41,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.require_ignition_for_feasibility,true,키/정의 참조,모델 선택/가정,,config/nsga2_bc_reactive_a100_cpu8.yaml:42,측정값·수치설정·알고리즘 선호를 구분
후속 모델/운영/최적화,optimization.vmin_invalid_search_constraint_violation,1.0,키/정의 참조,물성/경험/속도론 값: 실제 시료 미보정 또는 코드 유도값,,config/nsga2_bc_reactive_a100_cpu8.yaml:43,측정값·수치설정·알고리즘 선호를 구분
